retailer_id,territory_id,state,district,tehsil,sales_demand_score,stock_alert_score,last_visit_gap_score,product_relevance_score,grower_engagement_score,visit_priority_score,priority_level,recommended_product,recommended_action,explanation
RTL_01474,TER_0186,Madhya Pradesh,Ujjain,Ujjain_T066,5.160390516039052,58.42391304347826,100.0,5.821917808219178,0.0,37.027383086914156,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,This area has not been visited recently
RTL_01043,TER_0132,Haryana,Rohtak,Rohtak_T036,6.834030683403068,90.89673913043478,52.83018867924528,9.931506849315069,1.7857142857142856,37.008729179447364,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,Current retailer stock is low
RTL_02668,TER_0338,Rajasthan,Bikaner,Bikaner_T097,6.136680613668061,71.875,75.47169811320755,11.643835616438356,3.571428571428571,37.00781200635054,Medium,Cruiser 350 FS,Plan visit this week and check demand for Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_03094,TER_0392,Karnataka,Vijayapura,Vijayapura_T116,6.834030683403068,51.22282608695652,100.0,10.616438356164384,5.357142857142857,36.98409576589899,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,This area has not been visited recently
RTL_00410,TER_0054,Madhya Pradesh,Ujjain,Ujjain_T012,17.712691771269178,86.82065217391305,28.30188679245283,27.397260273972602,1.7857142857142856,36.9675084030169,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low
RTL_00132,TER_0018,Punjab,Ludhiana,Ludhiana_T002,4.881450488145049,85.86956521739131,58.490566037735846,11.986301369863012,5.357142857142857,36.96359914953225,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,Current retailer stock is low
RTL_01858,TER_0234,Uttar Pradesh,Varanasi,Varanasi_T083,7.949790794979079,91.57608695652173,45.28301886792453,12.67123287671233,7.142857142857142,36.950533397001635,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low
RTL_02062,TER_0260,Karnataka,Vijayapura,Vijayapura_T068,11.994421199442119,47.55434782608695,100.0,8.561643835616438,1.7857142857142856,36.94973132026827,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,This area has not been visited recently
RTL_03851,TER_0482,Rajasthan,Jaipur,Jaipur_T140,6.834030683403068,91.57608695652173,52.83018867924528,9.58904109589041,0.0,36.94862484438397,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low
RTL_00157,TER_0021,Madhya Pradesh,Ujjain,Ujjain_T008,5.299860529986053,75.40760869565217,75.47169811320755,6.8493150684931505,3.571428571428571,36.9207400729672,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,Current retailer stock is low | This area has not been visited recently
RTL_01217,TER_0153,Madhya Pradesh,Ujjain,Ujjain_T049,5.160390516039052,57.065217391304344,100.0,6.164383561643835,1.7857142857142856,36.91765046545581,Medium,Amistar 250 SC,Plan visit this week and check demand for Amistar 250 SC.,This area has not been visited recently
RTL_01439,TER_0181,Haryana,Sirsa,Sirsa_T054,9.902370990237099,49.184782608695656,100.0,10.95890410958904,0.0,36.9107425656834,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,This area has not been visited recently
RTL_00462,TER_0060,Haryana,Karnal,Karnal_T019,5.02092050209205,74.72826086956522,79.24528301886792,5.821917808219178,0.0,36.910685643025374,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,Current retailer stock is low | This area has not been visited recently
RTL_03846,TER_0481,Karnataka,Kalaburagi,Kalaburagi_T134,8.507670850767084,51.766304347826086,100.0,8.21917808219178,1.7857142857142856,36.90532548308685,Medium,Actara 25 WG,Plan visit this week and check demand for Actara 25 WG.,This area has not been visited recently
RTL_01696,TER_0214,Haryana,Sirsa,Sirsa_T062,16.317991631799163,71.33152173913044,45.28301886792453,30.47945205479452,5.357142857142857,36.89251379184073,Medium,Actara 25 WG,Plan visit this week and check demand for Actara 25 WG.,Current retailer stock is low
RTL_02457,TER_0311,West Bengal,Bardhaman,Bardhaman_T098,8.368200836820083,48.50543478260869,100.0,11.301369863013697,5.357142857142857,36.86773871186454,Medium,Amistar 250 SC,Plan visit this week and check demand for Amistar 250 SC.,This area has not been visited recently
RTL_00255,TER_0034,Bihar,Patna,Patna_T013,6.97350069735007,79.21195652173913,41.509433962264154,9.931506849315069,51.78571428571429,36.865223588061326,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,Current retailer stock is low
RTL_00192,TER_0026,West Bengal,Nadia,Nadia_T002,8.507670850767084,88.17934782608695,52.83018867924528,11.301369863013697,0.0,36.858381427052976,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low
RTL_03285,TER_0414,Punjab,Ludhiana,Ludhiana_T125,3.0683403068340307,85.19021739130434,67.9245283018868,5.821917808219178,1.7857142857142856,36.854821200057955,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,Current retailer stock is low
RTL_02214,TER_0280,Haryana,Sirsa,Sirsa_T085,1.6736401673640167,63.04347826086957,100.0,2.73972602739726,1.7857142857142856,36.85249194810762,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,This area has not been visited recently
RTL_01846,TER_0232,Bihar,Patna,Patna_T084,4.602510460251046,57.880434782608695,100.0,5.47945205479452,1.7857142857142856,36.85135107051809,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,This area has not been visited recently
RTL_00897,TER_0113,West Bengal,Bardhaman,Bardhaman_T029,3.2078103207810322,83.83152173913044,66.0377358490566,5.47945205479452,8.928571428571429,36.84254565190456,Medium,Score 250 EC,Plan visit this week and check demand for Score 250 EC.,Current retailer stock is low
RTL_00294,TER_0039,Uttar Pradesh,Lucknow,Lucknow_T019,5.578800557880056,80.43478260869566,71.69811320754717,4.794520547945205,0.0,36.841136543239145,Medium,Score 250 EC,Plan visit this week and check demand for Score 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_01280,TER_0162,Uttar Pradesh,Meerut,Meerut_T046,9.483960948396094,61.684782608695656,84.90566037735849,10.616438356164384,0.0,36.839981765589094,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,This area has not been visited recently
RTL_03961,TER_0495,Haryana,Rohtak,Rohtak_T146,24.686192468619247,82.47282608695653,5.660377358490567,47.6027397260274,5.357142857142857,36.83226497864141,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low
RTL_01666,TER_0210,Gujarat,Ahmedabad,Ahmedabad_T070,17.99163179916318,67.52717391304347,39.62264150943396,41.78082191780822,3.571428571428571,36.828077464710695,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_02230,TER_0282,Punjab,Ludhiana,Ludhiana_T077,5.578800557880056,53.125,100.0,8.904109589041095,5.357142857142857,36.82622089143446,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,This area has not been visited recently
RTL_02558,TER_0324,Haryana,Karnal,Karnal_T103,3.765690376569038,90.21739130434783,58.490566037735846,7.191780821917808,3.571428571428571,36.81807812703536,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low
RTL_03501,TER_0440,Madhya Pradesh,Sehore,Sehore_T124,21.199442119944212,98.6413043478261,15.09433962264151,16.095890410958905,3.571428571428571,36.81055306625478,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,Current retailer stock is low
RTL_01637,TER_0206,Rajasthan,Bikaner,Bikaner_T059,2.789400278940028,72.14673913043478,84.90566037735849,5.136986301369863,1.7857142857142856,36.80375631553932,Medium,Amistar 250 SC,Plan visit this week and check demand for Amistar 250 SC.,Current retailer stock is low | This area has not been visited recently
RTL_01438,TER_0181,Haryana,Sirsa,Sirsa_T049,1.1157601115760112,64.13043478260869,100.0,1.7123287671232876,1.7857142857142856,36.802757472764895,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,This area has not been visited recently
RTL_02514,TER_0317,Rajasthan,Jaipur,Jaipur_T085,1.394700139470014,63.58695652173913,100.0,2.054794520547945,1.7857142857142856,36.80193977892941,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,This area has not been visited recently
RTL_00861,TER_0108,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T045,4.463040446304045,84.78260869565217,64.15094339622641,7.191780821917808,3.571428571428571,36.800662967480065,Medium,Score 250 EC,Plan visit this week and check demand for Score 250 EC.,Current retailer stock is low
RTL_01024,TER_0129,Uttar Pradesh,Meerut,Meerut_T036,15.481171548117153,72.28260869565217,15.09433962264151,30.47945205479452,64.88095238095238,36.79388460919091,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low
RTL_03298,TER_0416,Rajasthan,Jaipur,Jaipur_T118,7.112970711297072,81.65760869565217,62.264150943396224,10.616438356164384,1.7857142857142856,36.772160757977495,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low
RTL_02473,TER_0313,Haryana,Sirsa,Sirsa_T094,15.899581589958158,87.63586956521739,39.62264150943396,14.383561643835616,0.0,36.76090441675393,Medium,Cruiser 350 FS,Plan visit this week and check demand for Cruiser 350 FS.,Current retailer stock is low
RTL_00278,TER_0037,Rajasthan,Bharatpur,Bharatpur_T019,4.602510460251046,71.46739130434783,81.13207547169812,8.561643835616438,0.0,36.75826263384436,Medium,Amistar 250 SC,Plan visit this week and check demand for Amistar 250 SC.,Current retailer stock is low | This area has not been visited recently
RTL_01957,TER_0247,Haryana,Sirsa,Sirsa_T073,6.2761506276150625,84.78260869565217,13.20754716981132,11.643835616438356,92.85714285714286,36.75229642433987,Medium,Amistar 250 SC,Plan visit this week and check demand for Amistar 250 SC.,Current retailer stock is low | Nearby grower engagement is high
RTL_03985,TER_0499,Rajasthan,Bharatpur,Bharatpur_T167,3.765690376569038,56.11413043478261,100.0,5.821917808219178,7.142857142857142,36.74581310718495,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,This area has not been visited recently
RTL_02933,TER_0372,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T120,20.0836820083682,82.33695652173913,26.41509433962264,31.164383561643838,1.7857142857142856,36.745591563687775,Medium,Cruiser 350 FS,Plan visit this week and check demand for Cruiser 350 FS.,Current retailer stock is low
RTL_01724,TER_0217,Karnataka,Kalaburagi,Kalaburagi_T060,15.202231520223153,94.15760869565217,22.641509433962266,27.397260273972602,0.0,36.73796255786833,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,Current retailer stock is low
RTL_03734,TER_0469,Madhya Pradesh,Ratlam,Ratlam_T150,8.228730822873082,81.11413043478261,56.60377358490566,15.41095890410959,3.571428571428571,36.736693265298,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,Current retailer stock is low
RTL_03415,TER_0429,Haryana,Rohtak,Rohtak_T124,19.246861924686193,68.47826086956522,43.39622641509434,28.424657534246577,8.928571428571429,36.72942485081016,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_02035,TER_0257,West Bengal,Nadia,Nadia_T072,2.6499302649930265,76.3586956521739,81.13207547169812,4.10958904109589,0.0,36.727506443045385,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,Current retailer stock is low | This area has not been visited recently
RTL_02688,TER_0340,Rajasthan,Sikar,Sikar_T109,6.2761506276150625,73.77717391304347,77.35849056603774,6.164383561643835,0.0,36.72349431399952,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,Current retailer stock is low | This area has not been visited recently
RTL_02549,TER_0322,Punjab,Patiala,Patiala_T082,8.228730822873082,81.11413043478261,60.37735849056604,10.273972602739725,3.571428571428571,36.72086230122459,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,Current retailer stock is low
RTL_01235,TER_0155,Madhya Pradesh,Indore,Indore_T041,1.1157601115760112,61.005434782608695,100.0,2.73972602739726,7.142857142857142,36.711331347520286,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,This area has not been visited recently
RTL_01102,TER_0139,Madhya Pradesh,Ratlam,Ratlam_T040,2.510460251046025,61.005434782608695,100.0,3.4246575342465753,1.7857142857142856,36.6967668296744,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,This area has not been visited recently
RTL_01629,TER_0205,Madhya Pradesh,Ratlam,Ratlam_T065,11.157601115760112,46.19565217391305,73.58490566037736,13.698630136986301,50.0,36.66796903082971,Medium,Score 250 EC,Plan visit this week and check demand for Score 250 EC.,This area has not been visited recently
RTL_00256,TER_0034,Bihar,Patna,Patna_T021,11.994421199442119,77.44565217391305,50.943396226415096,22.26027397260274,1.7857142857142856,36.66603117305576,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,Current retailer stock is low
RTL_01328,TER_0168,Uttar Pradesh,Varanasi,Varanasi_T062,14.225941422594143,87.09239130434783,39.62264150943396,16.78082191780822,1.7857142857142856,36.66110327099466,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low
RTL_02532,TER_0320,Madhya Pradesh,Indore,Indore_T089,13.110181311018131,84.91847826086956,39.62264150943396,22.602739726027394,1.7857142857142856,36.65618464788517,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low
RTL_02497,TER_0316,Karnataka,Kalaburagi,Kalaburagi_T083,4.323570432357044,78.66847826086956,69.81132075471697,10.273972602739725,1.7857142857142856,36.64612216485029,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low
RTL_01255,TER_0158,West Bengal,Nadia,Nadia_T037,1.6736401673640167,91.84782608695652,62.264150943396224,2.3972602739726026,3.571428571428571,36.63361065886632,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low
RTL_01848,TER_0233,Haryana,Hisar,Hisar_T076,11.715481171548117,63.994565217391305,71.69811320754717,13.698630136986301,7.142857142857142,36.621988532155356,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,This area has not been visited recently
RTL_03086,TER_0391,Bihar,Muzaffarpur,Muzaffarpur_T120,7.670850767085077,88.72282608695652,50.943396226415096,10.616438356164384,3.571428571428571,36.62024960771518,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low
RTL_02487,TER_0315,Punjab,Ludhiana,Ludhiana_T086,8.089260808926081,48.233695652173914,100.0,13.013698630136986,1.7857142857142856,36.61582837881328,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,This area has not been visited recently
RTL_01806,TER_0227,Karnataka,Vijayapura,Vijayapura_T054,6.834030683403068,74.72826086956522,73.58490566037736,6.506849315068493,1.7857142857142856,36.603854380319405,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low | This area has not been visited recently
RTL_00876,TER_0110,Madhya Pradesh,Sehore,Sehore_T038,20.781032078103205,38.45108695652174,79.24528301886792,29.10958904109589,5.357142857142857,36.59829060821365,Medium,Score 250 EC,Plan visit this week and check demand for Score 250 EC.,This area has not been visited recently
RTL_03916,TER_0490,Bihar,Muzaffarpur,Muzaffarpur_T149,9.762900976290098,44.83695652173913,100.0,9.246575342465754,10.714285714285714,36.59652429612024,Medium,Score 250 EC,Plan visit this week and check demand for Score 250 EC.,This area has not been visited recently
RTL_02218,TER_0280,Haryana,Sirsa,Sirsa_T090,6.4156206415620645,53.940217391304344,100.0,7.876712328767123,0.0,36.59124738960978,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,This area has not been visited recently
RTL_01944,TER_0245,West Bengal,Bardhaman,Bardhaman_T076,8.368200836820083,69.42934782608695,79.24528301886792,5.821917808219178,0.0,36.59014148257422,Medium,Score 250 EC,Plan visit this week and check demand for Score 250 EC.,This area has not been visited recently
RTL_00264,TER_0035,Haryana,Hisar,Hisar_T019,6.834030683403068,73.2336956521739,73.58490566037736,6.506849315068493,5.357142857142857,36.58735593311443,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_03447,TER_0433,Rajasthan,Bharatpur,Bharatpur_T145,3.0683403068340307,90.08152173913044,35.84905660377358,6.506849315068493,50.0,36.58672124484781,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,Current retailer stock is low
RTL_03908,TER_0489,Haryana,Karnal,Karnal_T148,7.670850767085077,70.3804347826087,75.47169811320755,10.616438356164384,0.0,36.58316930184387,Medium,Amistar 250 SC,Plan visit this week and check demand for Amistar 250 SC.,Current retailer stock is low | This area has not been visited recently
RTL_00073,TER_0011,Madhya Pradesh,Sehore,Sehore_T011,4.602510460251046,83.69565217391305,64.15094339622641,7.191780821917808,3.571428571428571,36.570764841229376,Medium,Amistar 250 SC,Plan visit this week and check demand for Amistar 250 SC.,Current retailer stock is low
RTL_02378,TER_0300,Uttar Pradesh,Varanasi,Varanasi_T098,9.483960948396094,99.72826086956522,28.30188679245283,18.493150684931507,3.571428571428571,36.568746320283275,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low
RTL_02018,TER_0255,Gujarat,Rajkot,Rajkot_T066,3.905160390516039,58.42391304347826,100.0,5.136986301369863,0.0,36.548074323229855,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,This area has not been visited recently
RTL_01713,TER_0216,Punjab,Ludhiana,Ludhiana_T059,13.807531380753138,68.61413043478261,56.60377358490566,22.602739726027394,5.357142857142857,36.54267198452113,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_00137,TER_0018,Punjab,Ludhiana,Ludhiana_T007,8.228730822873082,81.92934782608695,62.264150943396224,7.534246575342466,0.0,36.53392337836428,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,Current retailer stock is low
RTL_01260,TER_0159,Haryana,Karnal,Karnal_T045,15.760111576011157,78.53260869565217,35.84905660377358,27.397260273972602,8.928571428571429,36.533443151424144,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,Current retailer stock is low
RTL_01075,TER_0136,Rajasthan,Bharatpur,Bharatpur_T049,10.460251046025103,84.10326086956522,50.943396226415096,10.95890410958904,5.357142857142857,36.5321196786345,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low
RTL_03751,TER_0471,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T151,5.160390516039052,53.940217391304344,100.0,9.931506849315069,0.0,36.52289753003506,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,This area has not been visited recently
RTL_02876,TER_0365,Haryana,Hisar,Hisar_T107,19.665271966527197,83.15217391304347,18.867924528301888,38.013698630136986,3.571428571428571,36.52040762554281,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low
RTL_00123,TER_0016,Haryana,Sirsa,Sirsa_T013,1.813110181311018,60.733695652173914,100.0,1.7123287671232876,5.357142857142857,36.51992056821956,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,This area has not been visited recently
RTL_03566,TER_0449,Rajasthan,Jaipur,Jaipur_T129,4.463040446304045,61.27717391304348,94.33962264150944,6.506849315068493,0.0,36.50215753771425,Medium,Score 250 EC,Plan visit this week and check demand for Score 250 EC.,This area has not been visited recently
RTL_01522,TER_0192,Haryana,Karnal,Karnal_T054,6.834030683403068,61.005434782608695,88.67924528301887,8.561643835616438,1.7857142857142856,36.50023496119077,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,This area has not been visited recently
RTL_03414,TER_0429,Haryana,Rohtak,Rohtak_T126,28.451882845188287,69.97282608695653,41.509433962264154,14.383561643835616,0.0,36.4881924143238,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_01164,TER_0145,Uttar Pradesh,Agra,Agra_T046,4.184100418410042,57.20108695652174,100.0,6.164383561643835,0.0,36.48015939890003,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,This area has not been visited recently
RTL_02408,TER_0304,Madhya Pradesh,Ratlam,Ratlam_T093,19.665271966527197,62.22826086956522,43.39622641509434,41.0958904109589,1.7857142857142856,36.4788470805836,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_03676,TER_0463,Bihar,Patna,Patna_T147,2.092050209205021,61.82065217391305,98.11320754716981,5.136986301369863,0.0,36.47596756087921,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,This area has not been visited recently
RTL_01942,TER_0245,West Bengal,Bardhaman,Bardhaman_T078,1.5341701534170153,84.10326086956522,69.81132075471697,2.054794520547945,7.142857142857142,36.47083530672771,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low
RTL_00055,TER_0008,Rajasthan,Bikaner,Bikaner_T004,17.99163179916318,91.57608695652173,7.547169811320755,43.15068493150685,1.7857142857142856,36.452119409440996,Medium,Cruiser 350 FS,Plan visit this week and check demand for Cruiser 350 FS.,Current retailer stock is low
RTL_01017,TER_0129,Uttar Pradesh,Meerut,Meerut_T028,20.362622036262206,81.65760869565217,9.433962264150944,50.0,5.357142857142857,36.44569552333618,Medium,Movondo,Plan visit this week and check demand for Movondo.,Current retailer stock is low
RTL_02398,TER_0302,Maharashtra,Jalgaon,Jalgaon_T089,4.602510460251046,84.10326086956522,37.735849056603776,9.931506849315069,50.0,36.443464194184635,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,Current retailer stock is low
RTL_01921,TER_0242,Madhya Pradesh,Sehore,Sehore_T067,10.0418410041841,98.3695652173913,30.18867924528302,17.465753424657535,1.7857142857142856,36.44111389692972,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low
RTL_03957,TER_0494,Punjab,Amritsar,Amritsar_T155,11.157601115760112,84.78260869565217,43.39622641509434,20.205479452054796,1.7857142857142856,36.431571138039594,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low
RTL_01853,TER_0233,Haryana,Hisar,Hisar_T076,4.463040446304045,76.22282608695653,71.69811320754717,6.506849315068493,7.142857142857142,36.42455440868577,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,Current retailer stock is low | This area has not been visited recently
RTL_00658,TER_0084,Punjab,Ludhiana,Ludhiana_T023,9.06555090655509,96.05978260869566,33.9622641509434,14.383561643835616,7.142857142857142,36.39888371519018,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,Current retailer stock is low
RTL_00556,TER_0071,Maharashtra,Jalgaon,Jalgaon_T030,3.3472803347280333,79.34782608695653,69.81132075471697,5.821917808219178,7.142857142857142,36.390978158619525,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,Current retailer stock is low
RTL_01706,TER_0215,Maharashtra,Amravati,Amravati_T067,15.481171548117153,85.86956521739131,32.075471698113205,20.89041095890411,7.142857142857142,36.37468446652695,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low
RTL_01160,TER_0145,Uttar Pradesh,Agra,Agra_T043,2.6499302649930265,81.65760869565217,39.62264150943396,3.767123287671233,66.66666666666666,36.36564471511509,Medium,Actara 25 WG,Plan visit this week and check demand for Actara 25 WG.,Current retailer stock is low
RTL_02995,TER_0380,Maharashtra,Amravati,Amravati_T115,9.902370990237099,89.94565217391305,45.28301886792453,9.931506849315069,3.571428571428571,36.36059699867441,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,Current retailer stock is low
RTL_00519,TER_0067,Bihar,Patna,Patna_T026,32.357043235704325,63.994565217391305,5.660377358490567,59.589041095890416,5.357142857142857,36.31190019685508,Medium,Movondo,Plan visit this week and check demand for Movondo.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_01491,TER_0188,Madhya Pradesh,Indore,Indore_T048,7.949790794979079,74.32065217391305,66.0377358490566,10.616438356164384,5.357142857142857,36.300827490922245,Medium,Movondo,Plan visit this week and check demand for Movondo.,Current retailer stock is low
RTL_03702,TER_0466,Rajasthan,Bharatpur,Bharatpur_T160,1.813110181311018,90.625,60.37735849056604,4.4520547945205475,3.571428571428571,36.30060582882745,Medium,Actara 25 WG,Plan visit this week and check demand for Actara 25 WG.,Current retailer stock is low
RTL_01659,TER_0210,Gujarat,Ahmedabad,Ahmedabad_T064,15.481171548117153,73.2336956521739,45.28301886792453,27.397260273972602,1.7857142857142856,36.297539620730845,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,Current retailer stock is low
RTL_01380,TER_0174,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T064,12.97071129707113,82.74456521739131,30.18867924528302,31.84931506849315,8.928571428571429,36.28534494565689,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,Current retailer stock is low
RTL_01644,TER_0207,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T071,2.092050209205021,84.91847826086956,69.81132075471697,3.0821917808219177,0.0,36.281827546045584,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,Current retailer stock is low
RTL_01414,TER_0178,Uttar Pradesh,Agra,Agra_T056,4.323570432357044,79.07608695652173,71.69811320754717,5.821917808219178,0.0,36.27900318157985,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,Current retailer stock is low | This area has not been visited recently
RTL_02513,TER_0317,Rajasthan,Jaipur,Jaipur_T081,1.9525801952580195,77.03804347826087,54.71698113207547,2.054794520547945,51.78571428571429,36.27547176121134,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low
RTL_03852,TER_0482,Rajasthan,Jaipur,Jaipur_T135,9.902370990237099,84.375,52.83018867924528,10.95890410958904,0.0,36.27433464935854,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low
RTL_00748,TER_0094,Bihar,Muzaffarpur,Muzaffarpur_T022,16.875871687587168,82.88043478260869,20.754716981132077,38.6986301369863,5.357142857142857,36.27432240441697,Medium,Cruiser 350 FS,Plan visit this week and check demand for Cruiser 350 FS.,Current retailer stock is low
RTL_03286,TER_0414,Punjab,Ludhiana,Ludhiana_T117,11.01813110181311,56.65760869565217,79.24528301886792,13.698630136986301,8.928571428571429,36.26654977163565,Medium,Actara 25 WG,Plan visit this week and check demand for Actara 25 WG.,This area has not been visited recently
RTL_02456,TER_0311,West Bengal,Bardhaman,Bardhaman_T094,3.3472803347280333,79.75543478260869,69.81132075471697,7.876712328767123,1.7857142857142856,36.26538522490048,Medium,Score 250 EC,Plan visit this week and check demand for Score 250 EC.,Current retailer stock is low
RTL_01174,TER_0146,West Bengal,Bardhaman,Bardhaman_T048,3.765690376569038,86.00543478260869,60.37735849056604,5.47945205479452,7.142857142857142,36.24274102924098,Medium,Amistar 250 SC,Plan visit this week and check demand for Amistar 250 SC.,Current retailer stock is low
